trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,2025-03-03 05:41:30,-6.06955,106.127694,50.6,0.42134
1,2025-03-03 05:42:00,-6.073282,106.12967,56.3,0.46899
1,2025-03-03 05:42:30,-6.076906,106.131589,54.7,0.45548
1,2025-03-03 05:43:00,-6.080609,106.13355,55.8,0.46526
1,2025-03-03 05:43:30,-6.08439,106.13619,61.9,0.51564
1,2025-03-03 05:44:00,-6.086415,106.139683,54.1,0.4508
1,2025-03-03 05:44:30,-6.087959,106.144047,61.5,0.51231
1,2025-03-03 05:45:00,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:45:30,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:46:00,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:46:30,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:47:00,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:47:30,-6.087959,106.144047,0.0,0.0
1,2025-03-03 05:48:00,-6.089134,106.147452,47.8,0.39852
1,2025-03-03 05:48:30,-6.090573,106.151623,58.6,0.48811
1,2025-03-03 05:49:00,-6.091811,106.155213,50.4,0.42016
1,2025-03-03 05:49:30,-6.093399,106.159815,64.6,0.53854
1,2025-03-03 05:50:00,-6.095274,106.164303,64.7,0.53889
1,2025-03-03 05:50:30,-6.097894,106.168535,66.3,0.5521
1,2025-03-03 05:51:00,-6.100166,106.171418,49.0,0.40792
1,2025-03-03 05:51:30,-6.10338,106.174764,61.7,0.51452
1,2025-03-03 05:52:00,-6.106276,106.177528,53.3,0.44397
1,2025-03-03 05:52:30,-6.109175,106.180295,53.3,0.44446
1,2025-03-03 05:53:00,-6.112577,106.183542,62.6,0.52152
1,2025-03-03 05:53:30,-6.116161,106.186844,64.9,0.54068
1,2025-03-03 05:54:00,-6.119312,106.188935,50.5,0.42099
1,2025-03-03 05:54:30,-6.123503,106.190768,61.0,0.50824
1,2025-03-03 05:55:00,-6.127371,106.193316,62.5,0.52101
1,2025-03-03 05:55:30,-6.129264,106.196804,53.1,0.44254
1,2025-03-03 05:56:00,-6.130766,106.200764,56.2,0.46874
1,2025-03-03 05:56:30,-6.13211,106.204536,53.2,0.44297
1,2025-03-03 05:57:00,-6.133369,106.208072,49.8,0.4153
1,2025-03-03 05:57:30,-6.134904,106.212383,60.7,0.50623
1,2025-03-03 05:58:00,-6.136502,106.216867,63.2,0.52664
1,2025-03-03 05:58:30,-6.137818,106.220902,56.5,0.47046
1,2025-03-03 05:59:00,-6.13819,106.225193,57.2,0.47677
1,2025-03-03 05:59:30,-6.138311,106.229881,62.2,0.51861
1,2025-03-03 06:00:00,-6.13836,106.232748,38.0,0.31697
1,2025-03-03 06:00:30,-6.138421,106.236292,47.0,0.3919
1,2025-03-03 06:01:00,-6.138483,106.239962,48.7,0.40573
1,2025-03-03 06:01:30,-6.138543,106.243465,46.5,0.38738
1,2025-03-03 06:02:00,-6.138605,106.247082,48.0,0.4
1,2025-03-03 06:02:30,-6.138657,106.250098,40.0,0.33347
1,2025-03-03 06:03:00,-6.138704,106.252864,36.7,0.30583
1,2025-03-03 06:03:30,-6.138761,106.256158,43.7,0.36419
1,2025-03-03 06:04:00,-6.138828,106.259298,41.7,0.34745
1,2025-03-03 06:04:30,-6.139485,106.262762,46.8,0.38977
1,2025-03-03 06:05:00,-6.140183,106.265585,38.7,0.32218
1,2025-03-03 06:05:30,-6.141264,106.269068,48.4,0.40337
1,2025-03-03 06:06:00,-6.142251,106.272246,44.2,0.36809
1,2025-03-03 06:06:30,-6.142995,106.274998,37.9,0.31547
1,2025-03-03 06:07:00,-6.143446,106.278216,43.2,0.36007
1,2025-03-03 06:07:30,-6.143268,106.28142,42.6,0.35492
1,2025-03-03 06:08:00,-6.142713,106.284568,42.7,0.35577
1,2025-03-03 06:08:30,-6.140366,106.287055,46.8,0.38996
1,2025-03-03 06:09:00,-6.14001,106.290002,40.7,0.33956
1,2025-03-03 06:09:30,-6.139196,106.292527,35.6,0.29659
1,2025-03-03 06:10:00,-6.137717,106.295262,41.3,0.34424
1,2025-03-03 06:10:30,-6.136082,106.298285,45.6,0.38039
1,2025-03-03 06:11:00,-6.137272,106.301218,44.9,0.3739
1,2025-03-03 06:11:30,-6.138651,106.303944,40.8,0.33961
1,2025-03-03 06:12:00,-6.141492,106.305914,47.8,0.39862
1,2025-03-03 06:12:30,-6.144669,106.307617,48.0,0.40034
1,2025-03-03 06:13:00,-6.14776,106.309273,46.7,0.38941
1,2025-03-03 06:13:30,-6.150591,106.311531,48.3,0.4023
1,2025-03-03 06:14:00,-6.152785,106.313204,37.4,0.31196
1,2025-03-03 06:14:30,-6.154315,106.316316,46.1,0.38386
1,2025-03-03 06:15:00,-6.156371,106.318615,41.9,0.34917
1,2025-03-03 06:15:30,-6.15864,106.320105,36.2,0.30208
1,2025-03-03 06:16:00,-6.160732,106.323037,48.4,0.40311
1,2025-03-03 06:16:30,-6.162023,106.325715,40.5,0.3371
1,2025-03-03 06:17:00,-6.163774,106.328131,40.3,0.33612
1,2025-03-03 06:17:30,-6.166307,106.330605,47.1,0.39259
1,2025-03-03 06:18:00,-6.168626,106.33324,46.7,0.38917
1,2025-03-03 06:18:30,-6.170963,106.334723,37.3,0.31085
1,2025-03-03 06:19:00,-6.173893,106.336566,46.2,0.38475
1,2025-03-03 06:19:30,-6.176853,106.338453,46.8,0.39037
1,2025-03-03 06:20:00,-6.179749,106.33968,42.0,0.35037
1,2025-03-03 06:20:30,-6.182334,106.340477,36.1,0.30065
1,2025-03-03 06:21:00,-6.185657,106.341586,46.8,0.39004
1,2025-03-03 06:21:30,-6.188944,106.343139,48.5,0.40422
1,2025-03-03 06:22:00,-6.192237,106.344483,47.4,0.39515
1,2025-03-03 06:22:30,-6.194799,106.346204,41.3,0.34452
1,2025-03-03 06:23:00,-6.197211,106.347485,36.4,0.30342
1,2025-03-03 06:23:30,-6.199717,106.348409,35.6,0.29679
1,2025-03-03 06:24:00,-6.202973,106.349609,46.3,0.38556
1,2025-03-03 06:24:30,-6.205574,106.351315,41.8,0.34837
1,2025-03-03 06:25:00,-6.207165,106.353654,38.5,0.32082
1,2025-03-03 06:25:30,-6.207757,106.356521,39.2,0.32673
1,2025-03-03 06:26:00,-6.207756,106.359801,43.6,0.36331
1,2025-03-03 06:26:30,-6.206664,106.36246,38.8,0.32298
1,2025-03-03 06:27:00,-6.20527,106.365322,43.2,0.36033
1,2025-03-03 06:27:30,-6.205732,106.368063,37.7,0.31419
1,2025-03-03 06:28:00,-6.20642,106.371194,46.0,0.38321
1,2025-03-03 06:28:30,-6.206572,106.374408,48.3,0.40269
1,2025-03-03 06:29:00,-6.208821,106.37668,42.6,0.35512
1,2025-03-03 06:29:30,-6.209748,106.379723,46.2,0.38504
1,2025-03-03 06:30:00,-6.208995,106.382258,35.2,0.29343
1,2025-03-03 06:30:30,-6.207428,106.38444,37.2,0.31018
1,2025-03-03 06:31:00,-6.208721,106.38722,42.0,0.34989
1,2025-03-03 06:31:30,-6.210762,106.39013,47.6,0.39688
1,2025-03-03 06:32:00,-6.21226,106.392521,38.2,0.31815
1,2025-03-03 06:32:30,-6.213659,106.394747,35.2,0.29346
1,2025-03-03 06:33:00,-6.214017,106.397407,36.6,0.30518
1,2025-03-03 06:33:30,-6.215133,106.400414,44.1,0.36712
1,2025-03-03 06:34:00,-6.21569,106.403267,39.0,0.32507
1,2025-03-03 06:34:30,-6.215854,106.406425,41.9,0.34957
1,2025-03-03 06:35:00,-6.216842,106.409905,48.0,0.40004
1,2025-03-03 06:35:30,-6.217686,106.412865,40.8,0.3404
1,2025-03-03 06:36:00,-6.218436,106.415745,39.5,0.32942
1,2025-03-03 06:36:30,-6.219243,106.418374,37.2,0.30975
1,2025-03-03 06:37:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:37:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:38:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:38:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:39:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:39:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:40:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:40:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:41:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:41:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:42:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:42:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:43:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:43:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:44:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:44:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:45:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:45:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:46:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:46:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:47:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:47:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:48:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:48:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:49:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:49:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:50:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:50:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:51:00,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:51:30,-6.219243,106.418374,0.0,0.0
1,2025-03-03 06:52:00,-6.22169,106.420714,45.5,0.3788
1,2025-03-03 06:52:30,-6.223911,106.422389,37.0,0.30871
1,2025-03-03 06:53:00,-6.226116,106.424787,44.7,0.37264
1,2025-03-03 06:53:30,-6.227523,106.428099,47.8,0.39804
1,2025-03-03 06:54:00,-6.228792,106.431106,43.4,0.36139
1,2025-03-03 06:54:30,-6.227651,106.433848,40.0,0.33337
1,2025-03-03 06:55:00,-6.225378,106.436042,42.7,0.35554
1,2025-03-03 06:55:30,-6.222939,106.437814,40.1,0.33458
1,2025-03-03 06:56:00,-6.220272,106.439752,43.9,0.36579
1,2025-03-03 06:56:30,-6.21775,106.441585,41.5,0.34601
1,2025-03-03 06:57:00,-6.215373,106.443776,43.1,0.35921
1,2025-03-03 06:57:30,-6.212654,106.446106,47.8,0.39809
1,2025-03-03 06:58:00,-6.210394,106.447798,37.6,0.31329
1,2025-03-03 06:58:30,-6.208307,106.449361,34.7,0.28931
1,2025-03-03 06:59:00,-6.206045,106.451055,37.6,0.31362
1,2025-03-03 06:59:30,-6.20339,106.453044,44.2,0.3681
1,2025-03-03 07:00:00,-6.20163,106.454362,29.3,0.24401
1,2025-03-03 07:00:30,-6.199802,106.455731,30.4,0.25333
1,2025-03-03 07:01:00,-6.198373,106.456801,23.8,0.19809
1,2025-03-03 07:01:30,-6.196745,106.45802,27.1,0.22575
1,2025-03-03 07:02:00,-6.198154,106.459431,30.1,0.25064
1,2025-03-03 07:02:30,-6.200022,106.459202,25.2,0.20977
1,2025-03-03 07:03:00,-6.201844,106.458961,24.5,0.20438
1,2025-03-03 07:03:30,-6.203667,106.460338,32.0,0.26649
1,2025-03-03 07:04:00,-6.20447,106.462075,25.4,0.2117
1,2025-03-03 07:04:30,-6.205056,106.463847,24.8,0.20707
1,2025-03-03 07:05:00,-6.205555,106.465666,25.0,0.20857
1,2025-03-03 07:05:30,-6.20588,106.467575,25.8,0.2147
1,2025-03-03 07:06:00,-6.20598,106.469731,28.7,0.23911
1,2025-03-03 07:06:30,-6.205843,106.471686,26.1,0.21722
1,2025-03-03 07:07:00,-6.205478,106.473563,25.4,0.2117
1,2025-03-03 07:07:30,-6.20469,106.475886,32.6,0.2713
1,2025-03-03 07:08:00,-6.203827,106.477943,29.7,0.24736
1,2025-03-03 07:08:30,-6.202906,106.479788,27.4,0.22825
1,2025-03-03 07:09:00,-6.201895,106.481816,30.1,0.25079
1,2025-03-03 07:09:30,-6.201119,106.483673,26.8,0.22339
1,2025-03-03 07:10:00,-6.200577,106.485437,24.5,0.20419
1,2025-03-03 07:10:30,-6.200094,106.487517,28.5,0.23763
1,2025-03-03 07:11:00,-6.200008,106.489508,26.4,0.22032
1,2025-03-03 07:11:30,-6.199995,106.491715,29.3,0.24448
1,2025-03-03 07:12:00,-6.200347,106.494123,32.3,0.26936
1,2025-03-03 07:12:30,-6.200842,106.496402,30.9,0.25784
1,2025-03-03 07:13:00,-6.201273,106.498386,26.9,0.22454
1,2025-03-03 07:13:30,-6.201796,106.500795,32.7,0.27258
1,2025-03-03 07:14:00,-6.202211,106.502704,25.9,0.21601
1,2025-03-03 07:14:30,-6.202599,106.504493,24.3,0.20243
1,2025-03-03 07:15:00,-6.203047,106.506555,28.0,0.23332
1,2025-03-03 07:15:30,-6.20353,106.508776,30.2,0.25133
1,2025-03-03 07:16:00,-6.203964,106.510778,27.2,0.22649
1,2025-03-03 07:16:30,-6.204353,106.512569,24.3,0.20268
1,2025-03-03 07:17:00,-6.204816,106.514698,28.9,0.24084
1,2025-03-03 07:17:30,-6.204985,106.516506,24.1,0.20083
1,2025-03-03 07:18:00,-6.205151,106.518293,23.8,0.19836
1,2025-03-03 07:18:30,-6.20527,106.520663,31.5,0.2624
1,2025-03-03 07:19:00,-6.20534,106.52288,29.4,0.24524
1,2025-03-03 07:19:30,-6.205399,106.524736,24.6,0.20528
1,2025-03-03 07:20:00,-6.205457,106.52656,24.2,0.2017
1,2025-03-03 07:20:30,-6.205526,106.528744,29.0,0.24154
1,2025-03-03 07:21:00,-6.205595,106.530912,28.8,0.23981
1,2025-03-03 07:21:30,-6.205862,106.532874,26.3,0.21933
1,2025-03-03 07:22:00,-6.206236,106.534987,28.5,0.23727
1,2025-03-03 07:22:30,-6.20656,106.536814,24.6,0.20513
1,2025-03-03 07:23:00,-6.206946,106.538993,29.4,0.24467
1,2025-03-03 07:23:30,-6.207375,106.541409,32.6,0.27134
1,2025-03-03 07:24:00,-6.207785,106.543306,25.8,0.21525
1,2025-03-03 07:24:30,-6.208503,106.545157,26.4,0.21972
1,2025-03-03 07:25:00,-6.209723,106.547199,31.7,0.26393
1,2025-03-03 07:25:30,-6.211066,106.548796,27.7,0.23123
1,2025-03-03 07:26:00,-6.212587,106.550607,31.5,0.26209
1,2025-03-03 07:26:30,-6.214099,106.552427,31.5,0.26223
1,2025-03-03 07:27:00,-6.215424,106.554372,31.3,0.26069
1,2025-03-03 07:27:30,-6.216511,106.555967,25.6,0.21372
1,2025-03-03 07:28:00,-6.21765,106.558177,33.1,0.27566
1,2025-03-03 07:28:30,-6.218477,106.559907,25.5,0.21223
1,2025-03-03 07:29:00,-6.219228,106.561948,29.0,0.24145
1,2025-03-03 07:29:30,-6.219834,106.564076,29.4,0.24472
1,2025-03-03 07:30:00,-6.220401,106.56607,27.5,0.2292
1,2025-03-03 07:30:30,-6.22073,106.568072,26.9,0.22458
1,2025-03-03 07:31:00,-6.221065,106.570407,31.3,0.26074
1,2025-03-03 07:31:30,-6.221372,106.572725,31.0,0.2586
1,2025-03-03 07:32:00,-6.221569,106.57488,28.7,0.2392
1,2025-03-03 07:32:30,-6.221746,106.576816,25.8,0.21496
1,2025-03-03 07:33:00,-6.221916,106.578682,24.8,0.20706
1,2025-03-03 07:33:30,-6.22208,106.580471,23.8,0.19864
1,2025-03-03 07:34:00,-6.222275,106.5826,28.4,0.23634
1,2025-03-03 07:34:30,-6.222464,106.584672,27.6,0.22995
1,2025-03-03 07:35:00,-6.222646,106.586665,26.6,0.22125
1,2025-03-03 07:35:30,-6.222839,106.588778,28.2,0.23461
1,2025-03-03 07:36:00,-6.223015,106.590701,25.6,0.21342
1,2025-03-03 07:36:30,-6.223189,106.592608,25.4,0.21176
1,2025-03-03 07:37:00,-6.223406,106.594975,31.5,0.26269
1,2025-03-03 07:37:30,-6.223611,106.597221,29.9,0.24933
1,2025-03-03 07:38:00,-6.223804,106.599327,28.1,0.23379
1,2025-03-03 07:38:30,-6.223991,106.601375,27.3,0.2273
1,2025-03-03 07:39:00,-6.224161,106.60324,24.8,0.20704
1,2025-03-03 07:39:30,-6.224346,106.605264,27.0,0.22471
1,2025-03-03 07:40:00,-6.224555,106.607546,30.4,0.25329
1,2025-03-03 07:40:30,-6.224726,106.609423,25.0,0.20833
1,2025-03-03 07:41:00,-6.224921,106.611553,28.4,0.2365
1,2025-03-03 07:41:30,-6.225041,106.613655,27.9,0.23278
1,2025-03-03 07:42:00,-6.224969,106.615708,27.3,0.22751
1,2025-03-03 07:42:30,-6.224811,106.61761,25.3,0.21098
1,2025-03-03 07:43:00,-6.224591,106.619578,26.3,0.21895
1,2025-03-03 07:43:30,-6.224323,106.621448,25.1,0.20888
1,2025-03-03 07:44:00,-6.224047,106.623382,25.9,0.21594
1,2025-03-03 07:44:30,-6.223797,106.62513,23.4,0.19524
1,2025-03-03 07:45:00,-6.223444,106.627599,33.1,0.2757
1,2025-03-03 07:45:30,-6.223176,106.629466,25.0,0.2086
1,2025-03-03 07:46:00,-6.222852,106.631731,30.3,0.25289
1,2025-03-03 07:46:30,-6.222595,106.633532,24.1,0.20116
1,2025-03-03 07:47:00,-6.222271,106.635799,30.4,0.25314
1,2025-03-03 07:47:30,-6.222007,106.63764,24.7,0.20564
1,2025-03-03 07:48:00,-6.221744,106.639483,24.7,0.2058
1,2025-03-03 07:48:30,-6.22143,106.641676,29.4,0.24488
1,2025-03-03 07:49:00,-6.221098,106.643995,31.1,0.25902
1,2025-03-03 07:49:30,-6.220795,106.646117,28.4,0.23703
1,2025-03-03 07:50:00,-6.220489,106.648253,28.6,0.23852
1,2025-03-03 07:50:30,-6.22018,106.650413,28.9,0.2412
1,2025-03-03 07:51:00,-6.219896,106.652402,26.7,0.22217
1,2025-03-03 07:51:30,-6.219644,106.654164,23.6,0.19677
1,2025-03-03 07:52:00,-6.21929,106.656636,33.1,0.27602
1,2025-03-03 07:52:30,-6.218984,106.658781,28.7,0.23956
1,2025-03-03 07:53:00,-6.218719,106.66063,24.8,0.2065
1,2025-03-03 07:53:30,-6.218461,106.662434,24.2,0.20152
1,2025-03-03 07:54:00,-6.218158,106.664554,28.4,0.23675
1,2025-03-03 07:54:30,-6.217764,106.666773,29.9,0.24957
1,2025-03-03 07:55:00,-6.217226,106.668713,26.7,0.22256
1,2025-03-03 07:55:30,-6.216745,106.670449,23.9,0.19924
1,2025-03-03 07:56:00,-6.21623,106.672304,25.5,0.21291
1,2025-03-03 07:56:30,-6.215739,106.674076,24.4,0.20338
1,2025-03-03 07:57:00,-6.215128,106.676276,30.3,0.25252
1,2025-03-03 07:57:30,-6.21465,106.678001,23.8,0.19793
1,2025-03-03 07:58:00,-6.214167,106.679744,24.0,0.19996
1,2025-03-03 07:58:30,-6.213603,106.681776,28.0,0.2332
1,2025-03-03 07:59:00,-6.212951,106.684128,32.4,0.27002
1,2025-03-03 07:59:30,-6.21231,106.686441,31.8,0.26535
1,2025-03-03 08:00:00,-6.211792,106.688309,25.7,0.2144
1,2025-03-03 08:00:30,-6.211286,106.690131,25.1,0.20908
1,2025-03-03 08:01:00,-6.21083,106.691777,22.7,0.18894
1,2025-03-03 08:01:30,-6.210322,106.693532,24.3,0.2021
1,2025-03-03 08:02:00,-6.209504,106.695522,28.6,0.23838
1,2025-03-03 08:02:30,-6.208698,106.696917,21.4,0.17835
1,2025-03-03 08:03:00,-6.207722,106.698607,25.9,0.21604
1,2025-03-03 08:03:30,-6.206482,106.700221,27.1,0.22568
1,2025-03-03 08:04:00,-6.205157,106.701924,28.7,0.23897
1,2025-03-03 08:04:30,-6.203983,106.703433,25.4,0.21185
1,2025-03-03 08:05:00,-6.202748,106.705019,26.7,0.22272
1,2025-03-03 08:05:30,-6.201712,106.706351,22.4,0.18698
1,2025-03-03 08:06:00,-6.200486,106.707927,26.5,0.22113
1,2025-03-03 08:06:30,-6.199225,106.709547,27.3,0.2275
1,2025-03-03 08:07:00,-6.198024,106.711091,26.0,0.21662
1,2025-03-03 08:07:30,-6.196671,106.71283,29.3,0.2442
1,2025-03-03 08:08:00,-6.195589,106.71422,23.4,0.19518
1,2025-03-03 08:08:30,-6.194218,106.715982,29.7,0.24733
1,2025-03-03 08:09:00,-6.193046,106.717488,25.4,0.21139
1,2025-03-03 08:09:30,-6.192223,106.718991,22.9,0.19057
1,2025-03-03 08:10:00,-6.19148,106.720544,22.9,0.19052
1,2025-03-03 08:10:30,-6.190868,106.722546,27.8,0.23188
1,2025-03-03 08:11:00,-6.190609,106.724149,21.6,0.18028
1,2025-03-03 08:11:30,-6.190631,106.726066,25.6,0.2131
1,2025-03-03 08:12:00,-6.190825,106.727889,24.4,0.20345
1,2025-03-03 08:12:30,-6.189981,106.729712,27.9,0.23288
1,2025-03-03 08:13:00,-6.188045,106.730342,28.7,0.23889
1,2025-03-03 08:13:30,-6.185954,106.730052,28.2,0.23473
1,2025-03-03 08:14:00,-6.183965,106.729623,27.2,0.22633
1,2025-03-03 08:14:30,-6.182247,106.729211,23.6,0.19642
1,2025-03-03 08:15:00,-6.180113,106.728699,29.3,0.24396
1,2025-03-03 08:15:30,-6.177981,106.728258,29.1,0.24245
1,2025-03-03 08:16:00,-6.175946,106.728069,27.3,0.22722
1,2025-03-03 08:16:30,-6.17435,106.72792,21.4,0.17819
1,2025-03-03 08:17:00,-6.172372,106.727736,26.5,0.22094
1,2025-03-03 08:17:30,-6.170576,106.727569,24.1,0.20051
1,2025-03-03 08:18:00,-6.168923,106.727415,22.2,0.18464
1,2025-03-03 08:18:30,-6.166717,106.72721,29.6,0.24631
1,2025-03-03 08:19:00,-6.164861,106.727113,24.8,0.2068
1,2025-03-03 08:19:30,-6.162861,106.727063,26.7,0.22247
1,2025-03-03 08:20:00,-6.160934,106.727015,25.7,0.21436
1,2025-03-03 08:20:30,-6.159079,106.72697,24.8,0.20632
1,2025-03-03 08:21:00,-6.157416,106.727029,22.2,0.18534
1,2025-03-03 08:21:30,-6.155527,106.727224,25.3,0.21116
1,2025-03-03 08:22:00,-6.153697,106.727284,24.5,0.20384
1,2025-03-03 08:22:30,-6.151859,106.727277,24.5,0.20443
1,2025-03-03 08:23:00,-6.149824,106.727464,27.4,0.22849
1,2025-03-03 08:23:30,-6.148003,106.727847,24.8,0.20684
1,2025-03-03 08:24:00,-6.146121,106.728244,25.7,0.21383
1,2025-03-03 08:24:30,-6.144447,106.728596,22.8,0.19016
1,2025-03-03 08:25:00,-6.142468,106.729012,27.0,0.22476
1,2025-03-03 08:25:30,-6.140654,106.729394,24.7,0.20615
1,2025-03-03 08:26:00,-6.138844,106.72969,24.5,0.20438
1,2025-03-03 08:26:30,-6.136736,106.729783,28.2,0.23463
1,2025-03-03 08:27:00,-6.134581,106.729878,28.8,0.23992
1,2025-03-03 08:27:30,-6.132577,106.729945,26.8,0.22299
1,2025-03-03 08:28:00,-6.130429,106.729858,28.7,0.2391
1,2025-03-03 08:28:30,-6.128831,106.729794,21.3,0.17778
1,2025-03-03 08:29:00,-6.126776,106.729746,27.5,0.22879
1,2025-03-03 08:29:30,-6.124685,106.729917,28.0,0.23325
1,2025-03-03 08:30:00,-6.122652,106.730683,29.1,0.24212
1,2025-03-03 08:30:30,-6.120744,106.731707,28.9,0.24046
1,2025-03-03 08:31:00,-6.118918,106.732688,27.6,0.23014
1,2025-03-03 08:31:30,-6.11685,106.732772,28.0,0.23307
1,2025-03-03 08:32:00,-6.115808,106.734216,26.6,0.22173
1,2025-03-03 08:32:30,-6.117287,106.73552,26.2,0.21873
1,2025-03-03 08:33:00,-6.118537,106.736954,25.3,0.21103
1,2025-03-03 08:33:30,-6.119526,106.73891,29.3,0.24452
1,2025-03-03 08:34:00,-6.120335,106.74082,27.5,0.22956
1,2025-03-03 08:34:30,-6.1212,106.74286,29.4,0.2452
1,2025-03-03 08:35:00,-6.121915,106.744547,24.3,0.20277
1,2025-03-03 08:35:30,-6.122176,106.74651,26.6,0.2218
1,2025-03-03 08:36:00,-6.122251,106.748546,27.0,0.22533
1,2025-03-03 08:36:30,-6.122321,106.750447,25.2,0.2103
1,2025-03-03 08:37:00,-6.122388,106.752285,24.4,0.20332
1,2025-03-03 08:37:30,-6.122458,106.754173,25.1,0.20887
1,2025-03-03 08:38:00,-6.122518,106.755805,21.7,0.18054
1,2025-03-03 08:38:30,-6.122596,106.757931,28.2,0.23524
1,2025-03-03 08:39:00,-6.122532,106.760079,28.6,0.2381
